id_cliente;age;state;first_purchased_product;product_b_total_qty;product_c_total_qty;product_a_total_qty;product_b_total_value;product_c_total_value;product_a_total_value
1548593;49;SP;b;9;7;;2;274,22;
1548594;31;RJ;b;4;8;;5;1043,52;
1548595;32;SP;b;2;;;16;;
1548596;3;SP;b;6;6;;70;0;
1548597;26;GO;b;9;6;;12;1314,6;
1548598;30;SP;;;;;;;
1548599;44;SP;b;11;7;;650;263,95;
1548600;46;AM;c;;10;;;406,14;
1548601;46;MT;b;5;14;;14;829,45;
1548602;26;MG;b;15;12;;69;3448,8;
1548603;6;RS;a;5;3;8;36;0;20
1548604;30;RN;b;7;;;28;;
1548605;45;PE;;;;;;;
1548606;30;PR;;;;;;;
1548607;31;MG;a;4;7;9;18;0;18
1548608;6;SP;;;;;;;
1548609;40;DF;b;14;;;0;;
1548610;49;MG;a;51;;16;549;;52
1548611;5;SP;;;;;;;
1548612;2;RJ;;;;;;;
1548613;39;SP;a;3;;9;175;;66
1548614;30;BA;b;9;;;1395;;
1548615;23;SP;a;11;;8;4;;2
1548616;23;ES;;;;;;;
1548617;41;PE;b;13;9;;42;1790,96;
1548618;35;CE;a;;;4;;;104
1548619;42;MG;;;;;;;
1548620;29;MG;;;;;;;
1548621;39;CE;a;14;7;5;232;269,64;6
1548622;45;MG;;;;;;;
1548623;31;BA;b;10;3;;20;404,91;
1548624;25;SP;b;10;;;4;;
1548625;2;RS;b;7;9;;36;461,15;
1548626;46;PE;b;2;10;;22;439,2;
1548627;38;SP;b;9;;;625;;
1548628;29;PA;;;;;;;
1548629;0;SP;;;;;;;
1548630;3;SP;c;;27;;;343,68;
1548631;23;RJ;a;15;4;11;255;1154,16;15
1548632;27;SP;b;18;;;266;;
1548633;34;BA;b;3;14;;16;0;
1548634;34;MA;b;12;;;20;;
1548635;40;RJ;;;;;;;
1548636;29;MS;c;;12;;;1050,2;
1548637;36;SC;;;;;;;
1548638;5;PE;;;;;;;
1548639;55;SP;b;15;;;24;;
1548640;30;SC;b;10;;;70;;
1548641;37;SP;;;;;;;
1548642;51;GO;c;;9;;;879,25;
1548643;30;SP;a;3;10;6;18;211,9;12
1548644;24;SP;a;;2;14;;211,2;90
1548645;41;GO;;;;;;;
1548646;31;MT;a;6;9;3;3;189,99;24
1548647;36;ES;a;13;11;9;0;1048,47;16
1548648;36;GO;c;;10;;;801;
1548649;33;RN;b;11;;;12;;
1548650;29;SP;b;21;10;;162;2429,8;
1548651;34;MG;b;13;;;36;;
1548652;32;SP;b;11;14;;60;2788,8;
1548653;33;SE;;;;;;;
1548654;41;BA;b;12;4;;60;0;
1548655;48;RJ;;;;;;;
1548656;25;PR;b;8;11;;130;573,52;
1548657;57;SC;;;;;;;
1548658;4;SP;a;12;8;8;25;0;56
1548659;24;SP;a;;11;14;;4298,13;232
1548660;31;BA;b;10;;;52;;
1548661;42;SP;b;10;8;;750;2430,5;
1548662;42;RJ;a;13;6;10;45;68,94;54
1548663;41;PE;b;7;9;;4;772,32;
1548664;31;CE;b;9;;;9;;
1548665;4;BA;b;4;;;385;;
1548666;28;CE;c;;7;;;239,96;
1548667;41;PB;b;6;;;2;;
1548668;24;ES;c;;8;;;199,9;
1548669;34;BA;;;;;;;
1548670;22;BA;b;14;;;9;;
1548671;40;SP;b;6;15;;455;0;
1548672;35;PA;b;13;4;;24;89,98;
1548673;33;MA;c;;8;;;2532,48;
1548674;43;CE;;;;;;;
1548675;31;ES;b;25;5;;0;18,6;
1548676;40;CE;b;14;;;0;;
1548677;33;PB;b;10;2;;4;0;
1548678;34;RJ;b;2;10;;75;3911,88;
1548679;44;SP;c;;12;;;99,98;
1548680;51;SP;;;;;;;
1548681;3;SP;b;7;15;;0;1674,05;
1548682;32;MA;b;11;;;5;;
1548683;30;PE;b;15;;;0;;
1548684;37;AM;;;;;;;
1548685;31;RJ;a;8;;16;8;;17
1548686;3;RN;b;9;;;1310;;
1548687;28;CE;;;;;;;
1548688;33;RR;b;26;3;;258;905,76;
1548689;36;MG;b;6;9;;135;629,86;
1548690;51;SP;;;;;;;
1548691;38;RN;;;;;;;
1548692;33;SP;;;;;;;
1548693;43;PE;b;8;;;25;;
1548694;7;RJ;c;;10;;;194,5;
1548695;3;SC;;;;;;;
1548696;5;BA;b;4;;;18;;
1548697;34;MG;b;19;;;117;;
1548698;29;MA;b;48;;;244;;
1548699;47;RN;;;;;;;
1548700;44;SE;;;;;;;
1548701;52;RJ;c;;5;;;133,9;
1548702;49;MG;;;;;;;
1548703;49;RN;b;10;;;1240;;
1548704;32;GO;b;16;;;13;;
1548705;48;SE;b;9;10;;14;238,68;
1548706;43;SP;b;2;;;0;;
1548707;28;SP;a;11;;3;14;;35
1548708;26;MS;b;17;4;;1206;156,44;
1548709;33;RS;b;9;9;;162;627,41;
1548710;33;SP;;;;;;;
1548711;32;MG;a;;;6;;;0
1548712;39;SP;;;;;;;
1548713;27;SP;a;12;;6;55;;6
1548714;29;CE;;;;;;;
1548715;27;SP;a;12;10;10;330;106,89;119
1548716;26;BA;b;11;;;1024;;
1548717;9;SP;a;8;;12;170;;81
1548718;48;PE;b;13;;;15;;
1548719;34;SC;b;12;;;1350;;
1548720;41;SP;a;10;14;6;776;5134,36;0
1548721;37;SP;c;;6;;;851,76;
1548722;43;ES;;;;;;;
1548723;45;PE;;;;;;;
1548724;0;RJ;c;;5;;;388,89;
1548725;28;GO;a;7;;3;0;;24
1548726;54;PR;;;;;;;
1548727;41;SP;;;;;;;
1548728;25;SC;a;16;;11;0;;44
1548729;39;BA;;;;;;;
1548730;24;SP;;;;;;;
1548731;33;SP;b;6;13;;12;1567,08;
1548732;36;SP;b;10;7;;116;0;
1548733;34;PE;c;;4;;;284,75;
1548734;46;SP;c;;9;;;1652,4;
1548735;26;PE;;;;;;;
1548736;22;MA;;;;;;;
1548737;32;RJ;;;;;;;
1548738;28;RJ;b;5;11;;220;7,26;
1548739;29;BA;b;14;;;120;;
1548740;30;PA;b;10;12;;12;151,57;
1548741;33;RJ;a;4;;5;16;;55
1548742;42;PB;;;;;;;
1548743;43;PE;c;;10;;;2058,68;
1548744;30;SP;a;11;;5;140;;7
1548745;44;RS;b;8;;;16;;
1548746;37;MG;b;12;10;;180;584,55;
1548747;51;SP;a;;8;22;;623,25;356
1548748;39;PE;a;4;8;9;14;71,76;12
1548749;32;PI;b;22;;;2664;;
1548750;32;RJ;a;7;;22;28;;42
1548751;44;SP;c;;4;;;2717,8;
1548752;28;PE;b;13;5;;25;0;
1548753;30;MG;b;7;;;8;;
1548754;24;ES;a;;14;10;;1952,22;297
1548755;49;AM;;;;;;;
1548756;28;PE;;;;;;;
1548757;37;SP;b;13;9;;0;357,18;
1548758;40;DF;a;;;15;;;553
1548759;34;SP;b;7;14;;175;1387,86;
1548760;21;PA;b;18;;;0;;
1548761;38;SP;b;9;;;0;;
1548762;39;SP;b;2;4;;75;0;
1548763;40;SP;b;3;;;175;;
1548764;37;SP;b;10;6;;10;10,44;
1548765;40;BA;b;41;16;;2478;441,1;
1548766;41;MG;;;;;;;
1548767;46;SP;a;26;;11;350;;252
1548768;4;SP;a;7;10;7;65;693,72;14
1548769;27;SP;b;10;4;;440;41,1;
1548770;46;DF;b;15;4;;153;0;
1548771;36;PE;b;9;;;455;;
1548772;30;PR;;;;;;;
1548773;27;MG;c;;8;;;1975,7;
1548774;36;SP;b;16;13;;950;685,11;
1548775;32;SP;b;3;11;;10;2333,16;
1548776;29;PB;b;9;2;;10;112,99;
1548777;34;BA;;;;;;;
1548778;30;MG;b;11;4;;585;13,7;
1548779;46;PR;;;;;;;
1548780;28;SP;a;10;9;5;63;289,28;63
1548781;31;BA;b;10;5;;32;356,44;
1548782;45;AP;b;6;;;330;;
1548783;36;RJ;c;;3;;;856,05;
1548784;31;SP;a;;;10;;;6
1548785;32;MA;;;;;;;
1548786;27;BA;a;12;;3;40;;48
1548787;35;SP;;;;;;;
1548788;36;AM;b;16;;;117;;
1548789;42;SP;;;;;;;
1548790;35;SP;;;;;;;
1548791;43;SP;b;10;;;10;;
1548792;52;BA;b;15;15;;65;8516,61;
1548793;32;SP;b;2;12;;245;274,48;
1548794;24;MG;;;;;;;
1548795;37;SP;b;14;5;;42;0;
1548796;24;MG;b;7;2;;20;665,6;
1548797;29;SP;b;16;;;0;;
1548798;1;SP;a;4;;15;75;;525,6
1548799;27;MG;;;;;;;
1548800;50;GO;a;19;8;7;660;395,43;56
1548801;31;SP;b;12;;;510;;
1548802;30;SP;b;5;10;;210;745,44;
1548803;34;RJ;;;;;;;
1548804;27;SP;b;15;;;60;;
1548805;38;PR;b;8;;;10;;
1548806;38;PB;b;5;14;;10;2924,8;
1548807;26;BA;;;;;;;
1548808;27;ES;b;3;;;16;;
1548809;54;SP;b;18;10;;242;578,7;
1548810;35;CE;a;11;;7;36;;4
1548811;35;CE;a;7;10;8;9;411,42;12
1548812;48;PE;b;12;;;675;;
1548813;44;PI;a;5;;8;27;;7
1548814;39;RJ;;;;;;;
1548815;46;RJ;c;;22;;;1445,92;
1548816;42;MG;;;;;;;
1548817;3;BA;b;16;11;;438;428,4;
1548818;52;CE;c;;10;;;1013,4;
1548819;38;MA;b;25;3;;0;97,8;
1548820;28;RS;a;2;6;19;14;25,98;126
1548821;25;PR;;;;;;;
1548822;28;RJ;b;12;4;;5;311,92;
1548823;44;GO;a;10;;6;12;;126
1548824;21;RN;a;2;;12;0;;104
1548825;26;PI;;;;;;;
1548826;35;DF;;;;;;;
1548827;32;RJ;b;4;;;371;;
1548828;30;MG;b;19;13;;1950;186,72;
1548829;33;SP;c;;1;;;150;
1548830;29;SP;a;7;2;11;150;0;48
1548831;35;BA;b;4;10;;12;290;
1548832;39;SC;;;;;;;
1548833;30;MG;a;21;;5;105;;804
1548834;30;MG;c;;14;;;2212,5;
1548835;42;RN;b;4;3;;495;247,32;
1548836;41;PB;b;17;;;175;;
1548837;33;SP;;;;;;;
1548838;27;MG;a;;;11;;;192
1548839;29;CE;;;;;;;
1548840;36;MG;c;;1;;;240;
1548841;5;PA;b;10;9;;81;1993,16;
1548842;53;CE;;;;;;;
1548843;30;MG;;;;;;;
1548844;1;SP;;;;;;;
1548845;45;MG;;;;;;;
1548846;36;CE;b;15;8;;12;0;
1548847;38;CE;b;19;;;378;;
1548848;26;RJ;a;19;8;6;0;79,56;18
1548849;23;SP;b;12;6;;555;617,6;
1548850;23;MG;;;;;;;
1548851;41;RJ;a;6;14;3;70;383,92;2
1548852;36;CE;b;10;2;;18;0;
1548853;47;PE;;;;;;;
1548854;26;GO;a;7;;8;315;;7
1548855;38;GO;a;6;;11;27;;8
1548856;29;;;;;;;;
1548857;33;MG;c;;6;;;0;
1548858;25;PR;;;;;;;
1548859;29;MA;a;12;;13;5;;154
1548860;54;SP;b;28;9;;1850;265,68;
1548861;28;GO;a;9;9;5;32;725,52;9
1548862;34;SP;b;13;;;55;;
1548863;43;RJ;b;10;3;;160;32,76;
1548864;26;PR;b;5;3;;25;159,08;
1548865;5;RJ;a;;;4;;;108
1548866;42;PE;b;7;;;133;;
1548867;39;RJ;b;7;;;375;;
1548868;32;BA;b;18;;;72;;
1548869;28;SE;;;;;;;
1548870;45;RJ;c;;3;;;643,08;
1548871;34;PE;b;5;20;;65;5406,31;
1548872;52;SP;;;;;;;
1548873;47;RN;b;10;11;;13;3657,92;
1548874;35;SP;a;7;;9;24;;0
1548875;33;MG;b;7;10;;315;82,98;
1548876;38;MG;b;13;11;;28;1231,15;
1548877;32;SP;a;;;13;;;175
1548878;37;AM;b;2;;;18;;
1548879;35;GO;b;18;11;;0;1159,45;
1548880;56;SP;;;;;;;
1548881;34;DF;;;;;;;
1548882;39;PR;b;8;;;3;;
1548883;35;MG;b;4;;;12;;
1548884;26;CE;a;18;;16;512;;405
1548885;31;MT;a;7;8;4;336;322,86;9
1548886;36;BA;b;5;3;;150;117,84;
1548887;35;ES;;;;;;;
1548888;29;AL;b;11;;;32;;
1548889;24;MA;;;;;;;
1548890;36;SE;a;2;;7;3;;26
1548891;37;PR;b;4;5;;405;426,3;
1548892;45;PR;b;15;11;;0;273,42;
1548893;30;SP;b;15;5;;0;351,84;
1548894;4;MG;b;8;;;0;;
1548895;43;RJ;b;7;6;;21;0;
1548896;46;CE;b;4;6;;21;642,6;
1548897;38;MT;;;;;;;
1548898;29;SP;;;;;;;
1548899;30;SP;a;19;6;12;370;359,5;12
1548900;47;SP;a;8;;7;0;;35
1548901;29;RS;b;19;10;;60;692,72;
1548902;29;SP;c;;10;;;182,89;
1548903;24;GO;b;2;;;9;;
1548904;34;AL;b;3;12;;40;34,09;
1548905;35;RJ;;;;;;;
1548906;9;PE;b;12;;;1044;;
1548907;44;SP;c;;3;;;989,8;
1548908;32;SP;a;;;2;;;104
1548909;3;SP;;;;;;;
1548910;27;SP;a;2;;6;207;;4
1548911;3;CE;;;;;;;
1548912;7;SP;;;;;;;
1548913;24;RO;;;;;;;
1548914;44;GO;b;9;11;;14;278,53;
1548915;34;RN;b;8;;;4;;
1548916;41;PA;b;8;;;49;;
1548917;57;PA;b;10;10;;60;1288,72;
1548918;42;SP;a;27;13;4;72;5638;12
1548919;3;BA;b;35;;;156;;
1548920;31;BA;b;6;;;72;;
1548921;35;AL;b;9;;;50;;
1548922;0;BA;;;;;;;
1548923;48;SP;;;;;;;
1548924;48;RJ;b;10;;;145;;
1548925;36;RJ;a;16;11;2;675;1494,1;7
1548926;36;SP;a;;;8;;;104
1548927;53;RJ;;;;;;;
1548928;27;SP;a;6;7;6;24;311,92;12
1548929;36;PR;b;12;6;;83;3556,89;
1548930;26;SP;b;11;10;;110;0;
1548931;25;PA;a;26;8;8;29;237;112
1548932;44;DF;b;11;9;;25;96,59;
1548933;41;RN;;;;;;;
1548934;0;PB;c;;9;;;1058,75;
1548935;37;CE;a;9;;6;18;;1
1548936;30;SP;a;9;7;10;0;860,13;0
1548937;39;SP;b;9;;;36;;
1548938;8;AL;b;10;;;20;;
1548939;41;MG;b;11;7;;60;1688,7;
1548940;37;CE;c;;6;;;299,94;
1548941;51;PB;b;7;;;310;;
1548942;28;PA;;;;;;;
1548943;32;RJ;a;15;13;4;85;191,46;20
1548944;2;RS;b;11;;;130;;
1548945;8;RJ;b;5;7;;315;2844,3;
1548946;30;SE;c;;5;;;369,36;
1548947;36;ES;b;2;;;8;;
1548948;48;RS;b;11;;;10;;
1548949;49;RN;b;8;;;511;;
1548950;4;RJ;;;;;;;
1548951;34;SP;b;11;11;;36;637,98;
1548952;21;BA;b;11;4;;6;97,8;
1548953;32;SP;a;5;;6;550;;80
1548954;26;PB;a;;;9;;;4
1548955;51;MG;b;17;7;;0;365,26;
1548956;55;SC;;;;;;;
1548957;43;SP;;;;;;;
1548958;31;SP;;;;;;;
1548959;40;SP;b;5;9;;16;1546,64;
1548960;28;RS;a;4;;19;21;;52
1548961;9;SP;b;12;;;90;;
1548962;40;RJ;b;10;18;;90;1577;
1548963;38;CE;b;3;9;;13;284,16;
1548964;29;MG;b;10;;;60;;
1548965;26;MG;b;6;8;;0;183,96;
1548966;33;ES;c;;13;;;1027,92;
1548967;55;RJ;b;15;;;0;;
1548968;31;SP;;;;;;;
1548969;27;SP;b;9;;;15;;
1548970;30;AM;b;2;;;12;;
1548971;0;SP;a;6;18;5;350;0;10
1548972;30;MG;b;12;9;;175;919,76;
1548973;34;MG;c;;7;;;348,72;
1548974;41;PR;a;2;11;6;2;1255,9;0
1548975;44;SP;;;;;;;
1548976;23;RS;;;;;;;
1548977;32;RO;;;;;;;
1548978;40;MG;b;9;18;;460;556,4;
1548979;1;SP;;;;;;;
1548980;31;MG;;;;;;;
1548981;21;PB;b;22;6;;120;342,8;
1548982;43;PE;;;;;;;
1548983;51;CE;;;;;;;
1548984;38;RS;;;;;;;
1548985;38;MT;b;3;;;16;;
1548986;44;CE;b;8;;;500;;
1548987;42;SP;;;;;;;
1548988;27;SP;;;;;;;
1548989;31;MG;b;6;8;;12;2013;
1548990;28;RJ;a;;;11;;;117
1548991;46;BA;b;12;11;;147;75,31;
1548992;42;SP;a;12;8;13;156;2942,4;72
1548993;53;AM;a;4;;11;495;;33
1548994;35;PB;a;;19;11;;922,82;48
1548995;29;MA;b;4;;;675;;
1548996;30;DF;b;18;16;;1043;1819,48;
1548997;46;BA;b;3;;;0;;
1548998;38;SP;;;;;;;
1548999;30;PE;b;20;;;0;;
1549000;43;RJ;;;;;;;
1549001;22;SP;;;;;;;
1549002;3;PE;;;;;;;
1549003;44;SP;;;;;;;
1549004;29;MG;b;12;10;;180;744,3;
1549005;26;SP;a;2;1;10;9;79,52;288
1549006;44;CE;b;15;8;;455;112,77;
1549007;44;MG;;;;;;;
1549008;36;RJ;;;;;;;
1549009;37;SP;b;7;6;;576;172,15;
1549010;42;BA;;;;;;;
1549011;19;SP;;;;;;;
1549012;24;AL;;;;;;;
1549013;38;DF;b;4;8;;18;1345,4;
1549014;44;SP;b;12;12;;105;289,17;
1549015;35;SP;;;;;;;
1549016;7;SP;a;17;14;9;805;6398;20
1549017;29;PB;b;4;10;;110;81,2;
1549018;44;AL;;;;;;;
1549019;41;MG;;;;;;;
1549020;45;SP;;;;;;;
1549021;50;SP;;;;;;;
1549022;37;MG;a;11;16;6;15;483,78;8
1549023;32;MG;b;4;2;;7;899,8;
1549024;34;MA;b;21;9;;34;52,98;
1549025;19;RO;a;12;;9;8;;65
1549026;56;RJ;a;3;6;9;32;518,62;338
1549027;29;PR;c;;4;;;399,92;
1549028;19;AP;b;8;;;1150;;
1549029;24;RN;b;9;6;;56;0;
1549030;34;AL;b;6;11;;0;32,99;
1549031;5;RN;;;;;;;
1549032;51;SP;c;;12;;;981,8;
1549033;1;RN;;;;;;;
1549034;27;RN;b;20;;;236;;
1549035;40;RJ;b;12;;;1400;;
1549036;45;PA;b;30;;;335;;
1549037;31;MG;b;11;11;;16;427,89;
1549038;1;MG;b;3;13;;10;310,72;
1549039;35;SP;a;3;;9;245;;27
1549040;38;RN;;;;;;;
1549041;36;SP;a;;1;3;;307,5;24
1549042;37;SP;;;;;;;
1549043;45;SP;b;10;14;;225;1596,91;
1549044;23;SP;a;1;9;8;8;361,62;30
1549045;42;SP;b;10;14;;330;0;
1549046;29;SP;b;25;7;;876;3022,8;
1549047;34;MG;b;24;;;510;;
1549048;48;BA;b;4;11;;54;1717,52;
1549049;29;AL;b;3;7;;15;550,53;
1549050;30;PI;b;9;;;0;;
1549051;48;SE;b;11;2;;18;0;
1549052;38;PR;b;12;;;0;;
1549053;52;AL;b;8;10;;45;418,75;
1549054;42;SP;a;3;5;15;114;191,97;170
1549055;33;SP;b;8;1;;20;299;
1549056;38;SP;b;6;12;;10;1031,22;
1549057;40;SP;;;;;;;
1549058;30;BA;;;;;;;
1549059;47;SP;b;4;8;;24;0;
1549060;23;SP;c;;9;;;578,32;
1549061;10;RJ;a;;;5;;;11
1549062;1;PB;;;;;;;
1549063;22;SP;;;;;;;
1549064;35;MA;b;13;18;;15;6775,23;
1549065;37;SP;c;;12;;;1339,47;
1549066;30;SP;b;14;9;;690;63,45;
1549067;43;PE;a;25;10;7;3015;314,93;95
1549068;1;RJ;;;;;;;
1549069;36;PI;b;16;;;52;;
1549070;28;MG;b;4;;;2650;;
1549071;44;CE;a;8;8;8;1000;231,2;16,9
1549072;47;SP;;;;;;;
1549073;38;SP;b;15;;;130;;
1549074;36;AM;b;9;;;28;;
1549075;1;PE;;;;;;;
1549076;10;BA;b;6;12;;405;731,84;
1549077;6;PA;b;24;;;161;;
1549078;28;AM;a;9;;6;36;;15
1549079;1;GO;;;;;;;
1549080;46;MT;;;;;;;
1549081;25;PB;a;9;3;8;1;479,88;0
1549082;31;SP;;;;;;;
1549083;55;PE;a;4;;5;60;;7
1549084;37;SP;;;;;;;
1549085;45;RN;b;14;7;;0;1472,9;
1549086;43;SP;b;13;5;;630;194,6;
1549087;25;SC;b;22;;;530;;
1549088;36;MT;;;;;;;
1549089;51;MG;a;11;3;27;435;1337,04;2347,6
1549090;26;TO;;;;;;;
1549091;30;PI;;;;;;;
1549092;9;RJ;b;9;1;;530;4069,03;
1549093;26;PR;;;;;;;
1549094;24;MS;b;16;4;;0;2427,84;
1549095;47;SP;b;9;4;;90;753,48;
1549096;34;ES;b;8;7;;27;399,6;
1549097;31;PE;a;5;10;3;36;1270,55;15
1549098;24;PE;b;9;;;90;;
1549099;54;SP;b;13;7;;65;116,2;
1549100;4;SP;;;;;;;
1549101;38;ES;;;;;;;
1549102;35;SP;b;15;13;;950;1391,39;
1549103;4;PR;b;3;8;;210;809,28;
1549104;36;MG;;;;;;;
1549105;44;SP;b;7;11;;2;1319,76;
1549106;26;SP;;;;;;;
1549107;29;MG;a;18;;5;68;;15
1549108;45;PE;;;;;;;
1549109;32;SP;b;11;6;;0;8,7;
1549110;27;PA;;;;;;;
1549111;6;SP;;;;;;;
1549112;44;BA;;;;;;;
1549113;4;MG;;;;;;;
1549114;38;RJ;b;21;;;2980;;
1549115;38;SP;a;8;5;5;650;776,96;9
1549116;43;RJ;;;;;;;
1549117;33;SP;b;13;;;12;;
1549118;27;MS;b;24;7;;472;839,37;
1549119;41;MG;c;;9;;;230,85;
1549120;24;SP;;;;;;;
1549121;34;RJ;b;11;19;;32;3265;
1549122;27;BA;b;15;6;;425;381,06;
1549123;39;MS;a;;2;14;;651,84;84
1549124;31;SP;;;;;;;
1549125;26;RN;c;;9;;;0;
1549126;39;SP;b;7;8;;12;2128;
1549127;32;BA;;;;;;;
1549128;32;SP;;;;;;;
1549129;47;RJ;a;11;;3;24;;4
1549130;39;MG;a;2;6;12;5;307,94;18
1549131;53;SP;;;;;;;
1549132;34;GO;b;8;;;15;;
1549133;6;SP;;;;;;;
1549134;27;RJ;b;38;6;;198;6,95;
1549135;29;RO;a;4;;3;24;;27
1549136;49;GO;a;11;;7;312;;22
1549137;35;GO;b;9;13;;5;6,94;
1549138;48;SP;;;;;;;
1549139;46;SP;;;;;;;
1549140;23;SP;a;;2;7;;538,92;6
1549141;22;MA;;;;;;;
1549142;26;DF;;;;;;;
1549143;0;MG;;;;;;;
1549144;45;SP;b;10;12;;8;669,98;
1549145;30;GO;;;;;;;
1549146;51;PB;;;;;;;
1549147;38;SP;b;10;4;;24;550,8;
1549148;54;SP;;;;;;;
1549149;58;RJ;;;;;;;
1549150;36;MG;b;4;;;0;;
1549151;45;MT;b;10;;;48;;
1549152;31;SP;c;;15;;;3573,8;
1549153;23;SP;c;;5;;;158,4;
1549154;32;SP;;;;;;;
1549155;30;BA;a;7;10;7;180;560,16;8
1549156;31;SP;;;;;;;
1549157;19;SP;a;6;;12;40;;42
1549158;46;BA;a;9;10;1;8;1184,92;27
1549159;31;SP;a;15;4;10;494;206,52;68
1549160;1;RN;;;;;;;
1549161;45;RJ;b;12;;;48;;
1549162;37;BA;;;;;;;
1549163;25;MG;b;8;8;;12;3428,16;
1549164;36;SP;b;7;7;;14;6,05;
1549165;38;SP;;;;;;;
1549166;37;MG;b;4;10;;5;622,53;
1549167;26;RJ;a;10;4;11;12;179,1;20
1549168;33;PE;;;;;;;
1549169;4;BA;b;11;12;;5;1111,28;
1549170;4;RJ;b;22;;;14;;
1549171;37;PB;b;5;6;;2;189,64;
1549172;22;AP;;;;;;;
1549173;46;CE;a;10;5;7;0;297,34;21
1549174;33;CE;c;;11;;;2307,52;
1549175;41;RS;;;;;;;
1549176;7;GO;;;;;;;
1549177;42;MG;c;;15;;;1122,93;
1549178;26;BA;b;11;13;;4;33,02;
1549179;38;PE;;;;;;;
1549180;41;PB;b;8;8;;20;50,4;
1549181;49;RJ;b;11;6;;20;561,42;
1549182;35;CE;a;5;;18;8;;36
1549183;28;SP;b;5;10;;2;58,86;
1549184;32;SP;;;;;;;
1549185;40;PE;b;9;9;;99;2691,01;
1549186;51;RJ;;;;;;;
1549187;23;SP;a;6;;3;32;;35
1549188;55;PA;;;;;;;
1549189;23;BA;b;10;6;;25;1819,02;
1549190;42;RJ;a;27;;16;0;;32
1549191;38;PR;b;4;;;12;;
1549192;44;SP;;;;;;;
1549193;8;RJ;b;16;3;;600;746,9;
1549194;28;BA;a;13;;6;90;;0
1549195;32;GO;;;;;;;
1549196;28;BA;;;;;;;
1549197;45;SP;b;4;11;;42;0;
1549198;29;SP;;;;;;;
1549199;38;PB;a;7;11;9;105;4457,4;2
1549200;41;PE;c;;3;;;128,64;
1549201;5;SP;;;;;;;
1549202;44;SP;b;22;;;168;;
1549203;36;DF;a;;15;7;;5123,34;60
1549204;10;AL;a;5;10;5;14;91,56;8
1549205;35;SP;;;;;;;
1549206;37;AP;b;16;;;270;;
1549207;41;CE;;;;;;;
1549208;37;AL;b;7;;;550;;
1549209;32;MG;;;;;;;
1549210;47;SP;b;7;11;;575;64,15;
1549211;46;SP;b;6;14;;765;218,82;
1549212;30;MG;a;13;;6;465;;15
1549213;33;SP;a;;;14;;;288
1549214;48;BA;a;;4;5;;0;4
1549215;45;RN;b;24;6;;264;93,57;
1549216;31;SP;a;8;;18;18;;68
1549217;29;SP;a;6;;9;10;;6
1549218;28;RS;;;;;;;
1549219;7;SP;c;;12;;;1438,25;
1549220;41;RJ;;;;;;;
1549221;34;SP;b;4;5;;130;22,28;
1549222;39;AP;b;12;6;;129;375,44;
1549223;3;SP;a;10;;6;27;;9
1549224;32;MA;b;14;;;126;;
1549225;23;PR;;;;;;;
1549226;48;SP;b;7;3;;0;17,7;
1549227;28;AL;b;5;6;;225;29,3;
1549228;39;SP;b;4;3;;2;1222,1;
1549229;21;SP;b;9;;;474;;
1549230;28;SE;;;;;;;
1549231;38;PA;;;;;;;
1549232;35;AP;c;;14;;;3275,24;
1549233;35;SP;b;5;3;;180;59,99;
1549234;24;RJ;b;7;8;;360;359,92;
1549235;38;AP;;;;;;;
1549236;5;SP;;;;;;;
1549237;40;BA;;;;;;;
1549238;30;SP;a;17;;6;21;;112
1549239;27;SP;b;7;;;658;;
1549240;34;RJ;;;;;;;
1549241;24;SP;;;;;;;
1549242;29;MG;b;11;;;12;;
1549243;24;BA;a;31;4;3;208;1189,36;18
1549244;4;MG;b;11;;;3;;
1549245;43;RJ;c;;16;;;789,36;
1549246;33;RJ;;;;;;;
1549247;29;RJ;a;;6;7;;639,92;0
1549248;42;RS;;;;;;;
1549249;41;SP;b;5;7;;0;629,86;
1549250;29;MG;b;15;2;;110;1008,8;
1549251;48;SP;b;4;11;;2;1046,16;
1549252;34;MG;c;;26;;;488,58;
1549253;3;PR;;;;;;;
1549254;36;SP;a;7;9;6;177;311,04;6
1549255;36;RN;c;;7;;;253,65;
1549256;41;RJ;a;7;;2;175;;891
1549257;37;PR;a;19;16;2;1935;0;18
1549258;55;GO;b;10;13;;24;2279,7;
1549259;40;PR;c;;3;;;1060,74;
1549260;38;SP;c;;9;;;114,44;
1549261;37;MA;b;12;;;168;;
1549262;46;SP;b;15;;;340;;
1549263;34;RJ;;;;;;;
1549264;1;BA;b;14;14;;875;3615,52;
1549265;8;PE;a;6;;10;72;;110
1549266;37;MG;;;;;;;
1549267;29;SP;b;19;4;;96;48,93;
1549268;2;MG;b;13;4;;5;168;
1549269;26;SP;;;;;;;
1549270;32;SP;a;13;6;24;1155;845,55;308
1549271;45;SP;c;;8;;;535,38;
1549272;35;PE;b;3;;;1350;;
1549273;52;PI;b;12;;;8;;
1549274;35;SP;a;6;;11;16;;192
1549275;51;RJ;b;23;8;;85;177,06;
1549276;39;GO;b;5;;;0;;
1549277;47;SP;;;;;;;
1549278;48;RN;c;;5;;;997;
1549279;43;SP;;;;;;;
1549280;37;PE;;;;;;;
1549281;40;BA;b;1;6;;10;124,52;
1549282;34;MA;b;8;;;4;;
1549283;39;RJ;a;;16;9;;853,45;2
1549284;24;SP;;;;;;;
